ID	New_col	Original_col	Family	Size
ON602731	e8d30e	FFFFFF	Mesyanzhinovviridae_3	46907
MW145138	e8d30e	FFFFFF	Mesyanzhinovviridae_3	45880
MG641885	e8d30e	FFFFFF	Mesyanzhinovviridae_3	48113
MW590698	e8d30e	FFFFFF	Mesyanzhinovviridae_3	42916
MT992243	e8d30e	FFFFFF	Mesyanzhinovviridae_3	43482
MW176034	e8d30e	FFFFFF	Mesyanzhinovviridae_3	43285
MH746817	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	95343
KP202969	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	49714
KP202970	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	48216
MK962637	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	46352
MH362766	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	42858
LN890663	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	41308
MW151244	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43070
KP162168	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	42093
LR743530	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	45510
MZ501266	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43866
KU197014	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	49241
ON189043	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	44768
ON189044	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43791
KR935213	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	44496
MN734437	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43318
MN734438	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	44200
JF939047	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	42832
MT118305	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43258
MK574078	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43470
ON932082	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	43697
MT345684	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	56163
KX129925	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	58566
MN820898	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	63743
MK675901	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	62286
KM378617	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	56637
OK562670	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	42318
MK069556	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	49665
MN175679	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	58648
ON457558	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	57805
MT795651	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	58464
MN029011	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	60628
MW960033	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	55597
EF523948	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	52414
MN937349	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	62354
MZ326859	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	61427
MW393850	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	60789
MG948468	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	61437
MW057861	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	57986
MW464860	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	60753
MK373794	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	64059
OL960573	7e7aeb	FFFFFF	Mesyanzhinovviridae_2	61753
MH238467	85eaed	FFFFFF	Peduoviridae_10	56048
KP137437	85eaed	FFFFFF	Peduoviridae_10	52139
HQ396194	85eaed	FFFFFF	Peduoviridae_10	49329
KP836355	85eaed	FFFFFF	Peduoviridae_10	53412
LC545445	85eaed	FFFFFF	Peduoviridae_10	43030
MT855965	85eaed	FFFFFF	Peduoviridae_10	43665
AB746912	85eaed	FFFFFF	Peduoviridae_10	37159
LC545443	85eaed	FFFFFF	Peduoviridae_10	40465
AJ842011	8C64A7	FFFFFF	Pachyviridae	36012
KC821619	8C64A7	FFFFFF	Pachyviridae	39189
JQ823122	8C64A7	FFFFFF	Pachyviridae	35700
MN812234	8C64A7	FFFFFF	Pachyviridae	39365
MT732457	8C64A7	E3B700	Pachyviridae	43175
KC821607	8C64A7	F5FFC0	Pachyviridae	57447
MT732444	8C64A7	F5FFC0	Pachyviridae	54332
KC821618	8C64A7	F5FFC0	Pachyviridae	53664
MZ334528	8C64A7	789169	Pachyviridae	35270
KR136260	8C64A7	FFFFFF	Pachyviridae	49847
MT002873	8C64A7	FFFFFF	Pachyviridae	40712
MT732472	8C64A7	DCA67E	Pachyviridae	48920
MT732474	8C64A7	8C64A7	Pachyviridae	78833
KC821608	8C64A7	8C64A7	Pachyviridae	75994
MT497017	8C64A7	FFFFFF	Pachyviridae	61691
MT732434	8C64A7	565D83	Pachyviridae	72980
MT635598	8C64A7	FFFFFF	Pachyviridae	40421
MT074159	8C64A7	FFFFFF	Pachyviridae	38546
MN988463	8C64A7	FFFFFF	Pachyviridae	60940
ON721384	8C64A7	FFFFFF	Pachyviridae	34204
KT339177	8C64A7	FFFFFF	Pachyviridae	24847
MW791312	8C64A7	FFFFFF	Pachyviridae	25554
DQ490056	8C64A7	FFFFFF	Pachyviridae	26537
MH779521	8C64A7	FFFFFF	Pachyviridae	21834
MN689528	8C64A7	FFFFFF	Pachyviridae	23281
KC688701	8C64A7	FFFFFF	Pachyviridae	43153
MT630433	8C64A7	FFFFFF	Pachyviridae	48011
MN929097	8C64A7	FFFFFF	Pachyviridae	44691
OK632025	8C64A7	FFFFFF	Pachyviridae	42700
JQ867099	8C64A7	FFFFFF	Pachyviridae	44988
MN812239	8C64A7	FFFFFF	Pachyviridae	40542
KJ018210	8C64A7	FFFFFF	Pachyviridae	42252
KU599882	8C64A7	FFFFFF	Pachyviridae	42894
MN096370	060b9c	FFFFFF	Haloferuviridae_5	57508
MH779504	060b9c	FFFFFF	Haloferuviridae_5	56214
KU963256	060b9c	FFFFFF	Haloferuviridae_5	42979
MW534375	060b9c	FFFFFF	Haloferuviridae_5	58747
KU998233	060b9c	FFFFFF	Haloferuviridae_5	55524
KR053194	060b9c	FFFFFF	Haloferuviridae_5	49979
MH651167	060b9c	FFFFFF	Haloferuviridae_5	50970
MN892485	060b9c	FFFFFF	Haloferuviridae_5	54102
KR053199	b54a3e	FFFFFF	Haloferuviridae_3	45537
MN908684	b54a3e	FFFFFF	Haloferuviridae_3	37783
MK977703	b54a3e	FFFFFF	Haloferuviridae_3	40317
KY624611	b54a3e	FFFFFF	Haloferuviridae_3	36674
ON755180	b54a3e	FFFFFF	Haloferuviridae_3	36744
MK279899	b54a3e	FFFFFF	Haloferuviridae_3	36776
MZ150789	b54a3e	FFFFFF	Haloferuviridae_3	39738
GQ141189	b54a3e	FFFFFF	Haloferuviridae_3	40360
MN023190	b54a3e	FFFFFF	Haloferuviridae_3	36825
MH834623	b54a3e	FFFFFF	Haloferuviridae_3	44103
ON645346	b54a3e	FFFFFF	Haloferuviridae_3	53491
OP434463	b54a3e	FFFFFF	Haloferuviridae_3	53419
MH834625	b54a3e	FFFFFF	Haloferuviridae_3	53867
MW712719	b54a3e	FFFFFF	Haloferuviridae_3	50433
MH910041	b54a3e	FFFFFF	Haloferuviridae_3	56481
KF692088	b54a3e	FFFFFF	Haloferuviridae_3	37372
MF919491	b54a3e	FFFFFF	Haloferuviridae_3	30112
MH444512	b54a3e	FFFFFF	Haloferuviridae_3	36607
MK967380	b54a3e	FFFFFF	Haloferuviridae_3	43943
MH744420	b54a3e	FFFFFF	Haloferuviridae_3	58268
KT221034	b54a3e	FFFFFF	Haloferuviridae_3	60934
AY320035	b54a3e	FFFFFF	Haloferuviridae_3	49220
MG941013	b54a3e	FFFFFF	Haloferuviridae_3	35031
MW073100	b54a3e	FFFFFF	Haloferuviridae_3	42563
MT006237	b54a3e	FFFFFF	Haloferuviridae_3	39992
KX620754	b54a3e	FFFFFF	Haloferuviridae_3	38555
MK061416	b54a3e	FFFFFF	Haloferuviridae_3	35189
OP297545	b54a3e	FFFFFF	Haloferuviridae_3	42211
KU984980	b54a3e	FFFFFF	Haloferuviridae_3	39640
MF140397	b54a3e	FFFFFF	Haloferuviridae_3	39122
MT952853	b54a3e	FFFFFF	Haloferuviridae_3	39404
MH834608	b54a3e	FFFFFF	Haloferuviridae_3	39044
OP297552	b54a3e	FFFFFF	Haloferuviridae_3	39179
ON970604	b54a3e	FFFFFF	Haloferuviridae_3	39051
MN484600	b54a3e	FFFFFF	Haloferuviridae_3	38850
MN703409	b54a3e	FFFFFF	Haloferuviridae_3	38969
MK937610	b54a3e	FFFFFF	Haloferuviridae_3	42129
MH045566	b54a3e	FFFFFF	Haloferuviridae_3	42655
MH509447	b54a3e	FFFFFF	Haloferuviridae_3	40833
MK937598	b54a3e	FFFFFF	Haloferuviridae_3	42169
MN183281	b54a3e	FFFFFF	Haloferuviridae_3	39994
MT310853	b54a3e	FFFFFF	Haloferuviridae_3	41522
MH045567	b54a3e	FFFFFF	Haloferuviridae_3	42139
MN062717	b54a3e	FFFFFF	Haloferuviridae_3	41947
OL455900	b54a3e	FFFFFF	Haloferuviridae_3	40447
MW862981	b54a3e	FFFFFF	Haloferuviridae_3	50154
MH271320	b54a3e	FFFFFF	Haloferuviridae_3	47921
ON970568	b54a3e	FFFFFF	Haloferuviridae_3	49371
MK880124	b54a3e	FFFFFF	Haloferuviridae_3	45625
MH271298	b54a3e	FFFFFF	Haloferuviridae_3	48500
OK040779	b54a3e	FFFFFF	Haloferuviridae_3	47463
MN703413	b54a3e	FFFFFF	Haloferuviridae_3	44651
ON528933	b54a3e	FFFFFF	Haloferuviridae_3	43398
MK061413	b54a3e	FFFFFF	Haloferuviridae_3	45803
MN908689	b54a3e	FFFFFF	Haloferuviridae_3	42622
MN813676	b54a3e	FFFFFF	Haloferuviridae_3	43022
OL549189	b54a3e	FFFFFF	Haloferuviridae_3	44354
OL455896	b54a3e	FFFFFF	Haloferuviridae_3	41823
OK040777	b54a3e	FFFFFF	Haloferuviridae_3	41850
MT897906	b54a3e	FFFFFF	Haloferuviridae_3	40873
GQ379227	b54a3e	FFFFFF	Haloferuviridae_3	37068
MK937595	b54a3e	FFFFFF	Haloferuviridae_3	39535
MG593803	b54a3e	FFFFFF	Haloferuviridae_3	42890
MG593800	b54a3e	FFFFFF	Haloferuviridae_3	42551
MN586033	b54a3e	FFFFFF	Haloferuviridae_3	37429
MG593801	b54a3e	FFFFFF	Haloferuviridae_3	41872
MT701593	b54a3e	FFFFFF	Haloferuviridae_3	44694
MT701596	b54a3e	FFFFFF	Haloferuviridae_3	45128
MT701595	b54a3e	FFFFFF	Haloferuviridae_3	45617
OP434449	b54a3e	FFFFFF	Haloferuviridae_3	33432
DQ372923	b54a3e	FFFFFF	Haloferuviridae_3	38194
MK450433	b54a3e	FFFFFF	Haloferuviridae_3	41609
MK433266	b54a3e	FFFFFF	Haloferuviridae_3	40733
JX182372	b54a3e	FFFFFF	Haloferuviridae_3	40474
MK450426	b54a3e	FFFFFF	Haloferuviridae_3	41403
MK450421	b54a3e	FFFFFF	Haloferuviridae_3	41578
AJ006589	b54a3e	FFFFFF	Haloferuviridae_3	41491
AJ550940	b54a3e	FFFFFF	Haloferuviridae_3	41831
MK034952	C2C417	C2C417	Peduoviridae	37152
OL348188	C2C417	C2C417	Peduoviridae	37312
MZ568829	C2C417	C2C417	Peduoviridae	40166
KC462197	C2C417	C2C417	Peduoviridae	35430
LC667452	C2C417	C2C417	Peduoviridae	32867
GU911304	C2C417	C2C417	Peduoviridae	40555
MW072790	C2C417	C2C417	Peduoviridae	37727
MT701591	C2C417	C2C417	Peduoviridae	38038
ON642070	C2C417	C2C417	Peduoviridae	37492
JQ809663	C2C417	C2C417	Peduoviridae	33525
AB981169	C2C417	C2C417	Peduoviridae	40002
MG747435	C2C417	C2C417	Peduoviridae	39309
MK433577	C2C417	C2C417	Peduoviridae	39643
MK422453	C2C417	C2C417	Peduoviridae	39086
KY271397	C2C417	C2C417	Peduoviridae	35100
MK416015	C2C417	C2C417	Peduoviridae	38322
KT630647	C2C417	C2C417	Peduoviridae	35203
CP025923	C2C417	C2C417	Peduoviridae	37583
KT630645	C2C417	C2C417	Peduoviridae	33509
OM046624	C2C417	C2C417	Peduoviridae	36481
MG589387	C2C417	C2C417	Peduoviridae	31978
ON470606	C2C417	C2C417	Peduoviridae	34824
MK972711	C2C417	C2C417	Peduoviridae	31123
OM046627	C2C417	C2C417	Peduoviridae	33247
HQ110084	C2C417	C2C417	Peduoviridae	29564
KP137436	C2C417	C2C417	Peduoviridae	36745
MK972712	C2C417	C2C417	Peduoviridae	30164
HQ110083	C2C417	C2C417	Peduoviridae	28765
OM095401	C2C417	C2C417	Peduoviridae	29180
MT662115	C2C417	C2C417	Peduoviridae	36616
KF361475	C2C417	C2C417	Peduoviridae	34145
HG803181	C2C417	C2C417	Peduoviridae	33828
DQ114220	C2C417	C2C417	Peduoviridae	30505
KT887559	C2C417	C2C417	Peduoviridae	32637
BHU24159	C2C417	C2C417	Peduoviridae	32355
KY045851	C2C417	C2C417	Peduoviridae	35209
KX774374	C2C417	C2C417	Peduoviridae	32826
MN563793	C2C417	C2C417	Peduoviridae	33851
DQ674738	C2C417	C2C417	Peduoviridae	33985
AY576273	C32222	C32222	Mesyanzhinovviridae	N/A
KY000219	C32222	C32222	Mesyanzhinovviridae	62030
MZ326860	C32222	C32222	Mesyanzhinovviridae	63825
MT108731	C32222	C32222	Mesyanzhinovviridae	64323
JQ067087	C32222	C32222	Mesyanzhinovviridae	59878
LN610584	C32222	C32222	Mesyanzhinovviridae	58139
MN862068	C32222	FFFFFF	Mesyanzhinovviridae	87225
MT764845	C32222	FFFFFF	Mesyanzhinovviridae	64084
KT266805	C32222	FFFFFF	Mesyanzhinovviridae	63513
MW677525	C32222	FFFFFF	Mesyanzhinovviridae	63102
OP009285	C32222	FFFFFF	Mesyanzhinovviridae	64892
OL960029	C32222	FFFFFF	Mesyanzhinovviridae	47760
AY986977	C32222	FFFFFF	Mesyanzhinovviridae	55770
MW176033	C32222	FFFFFF	Mesyanzhinovviridae	53598
ON529854	C32222	C32222	Mesyanzhinovviridae	58220
JQ067093	C32222	FFFFFF	Mesyanzhinovviridae	58637
ON189047	C32222	C32222	Mesyanzhinovviridae	59242
OP361299	C32222	FFFFFF	Mesyanzhinovviridae	57666
ON932079	C32222	C32222	Mesyanzhinovviridae	56408
ON005621	C32222	C32222	Mesyanzhinovviridae	61660
OK275492	C32222	C32222	Mesyanzhinovviridae	64088
ON932084	C32222	C32222	Mesyanzhinovviridae	64024
ON331942	C32222	C32222	Mesyanzhinovviridae	61862
ON189045	C32222	C32222	Mesyanzhinovviridae	62341
KX241618	C32222	C32222	Mesyanzhinovviridae	60497
MF580956	F4FC00		Graaviviridae	53812
MT732442	F4FC00	D7C0FF	Graaviviridae	42628
MN812211	F4FC00	D7C0FF	Graaviviridae	43236
MZ570427	F4FC00	FFFFFF	Graaviviridae	40438
MW421576	F4FC00	D7C0FF	Graaviviridae	47383
MT732473	F4FC00	DCC47E	Graaviviridae	37547
MT770738	e03ddb	FFFFFF	family_21	122345
MN988547	e03ddb	FFFFFF	family_21	117010
MN988543	e03ddb	FFFFFF	family_21	116666
CP058330	e03ddb	FFFFFF	family_21	119621
CP054387	e03ddb	FFFFFF	family_21	109272
JQ965645	e03ddb	FFFFFF	family_21	103299
OM223115	e03ddb	FFFFFF	family_21	112842
MG018927	e03ddb	FFFFFF	family_21	112225
MT354569	e03ddb	FFFFFF	family_21	112269
KT887557	e06c7f	FFFFFF	Peduoviridae_9	57218
MN096267	e06c7f	FFFFFF	Peduoviridae_9	51545
JQ182727	e06c7f	FFFFFF	Peduoviridae_9	41567
KY420199	e06c7f	FFFFFF	Peduoviridae_9	39558
MT843276	e06c7f	FFFFFF	Peduoviridae_9	42280
MK422452	e06c7f	FFFFFF	Peduoviridae_9	34141
MK422450	e06c7f	FFFFFF	Peduoviridae_9	59049
JQ182729	e06c7f	FFFFFF	Peduoviridae_9	40029
MH178096	e06c7f	FFFFFF	Peduoviridae_9	39014
HQ201307	e06c7f	FFFFFF	Peduoviridae_9	39012
MF695815	e06c7f	FFFFFF	Peduoviridae_9	39241
JF270478	e06c7f	FFFFFF	Peduoviridae_9	35725
ON470608	e06c7f	FFFFFF	Peduoviridae_9	46651
KX879752	e06c7f	FFFFFF	Peduoviridae_9	37270
MT344104	e06c7f	FFFFFF	Peduoviridae_9	35093
MN103401	e06c7f	FFFFFF	Peduoviridae_9	42129
MF975720	e06c7f	FFFFFF	Peduoviridae_9	37917
FJ982340	e06c7f	FFFFFF	Peduoviridae_9	39896
DQ203855	e06c7f	FFFFFF	Peduoviridae_9	44856
OM892879	e06c7f	FFFFFF	Peduoviridae_9	54921
OK095358	e06c7f	FFFFFF	Peduoviridae_9	56453
MT740734	e06c7f	FFFFFF	Peduoviridae_9	39161
MZ496292	e06c7f	FFFFFF	Peduoviridae_9	39565
KR093633	e06c7f	FFFFFF	Peduoviridae_9	36406
KR093630	e06c7f	FFFFFF	Peduoviridae_9	54619
JQ182733	3a3a3b	FFFFFF	Peduoviridae_is	44120
AF064539	3a3a3b	FFFFFF	Peduoviridae_is	46375
JX871397	3a3a3b	FFFFFF	Peduoviridae_is	46150
MW677512	3a3a3b	FFFFFF	Peduoviridae_is	42073
MK882925	3a3a3b	FFFFFF	Peduoviridae_is	36291
KT253150	3a3a3b	FFFFFF	Peduoviridae_is	36081
MK241539	3a3a3b	FFFFFF	Peduoviridae_is	46945
OM373202	3a3a3b	FFFFFF	Peduoviridae_is	46251
BK059895	3a3a3b	FFFFFF	Peduoviridae_is	47138
MK291445	e3653b	FFFFFF	Peduoviridae_4	50161
MK672805	e3653b	FFFFFF	Peduoviridae_4	51907
JX507079	e3653b	FFFFFF	Peduoviridae_4	59363
AB967974	e3653b	FFFFFF	Peduoviridae_4	47800
MK291441	e3653b	FFFFFF	Peduoviridae_4	39879
MF614628	e3653b	FFFFFF	Peduoviridae_4	41448
KY697807	e3653b	FFFFFF	Peduoviridae_4	42473
MK575466	e3653b	FFFFFF	Peduoviridae_4	45903
KR131710	e3653b	FFFFFF	Peduoviridae_4	39921
MH884510	e3653b	FFFFFF	Peduoviridae_4	41601
ON464762	e3653b	FFFFFF	Peduoviridae_4	41353
ON470591	e3653b	FFFFFF	Peduoviridae_4	26627
KP296792	e3653b	FFFFFF	Peduoviridae_4	44952
CP019719	e3653b	FFFFFF	Peduoviridae_4	45618
MG711461	e3653b	FFFFFF	Peduoviridae_4	48211
LR596903	e3653b	FFFFFF	Peduoviridae_4	44991
MG711462	e3653b	FFFFFF	Peduoviridae_4	49573
MG711467	e3653b	FFFFFF	Peduoviridae_4	54286
MG711466	e3653b	FFFFFF	Peduoviridae_4	54725
KJ567043	3a3a3b	FFFFFF	Vilmaviridae_is	90460
MK524529	3a3a3b	FFFFFF	Vilmaviridae_is	114320
KF306380	3a3a3b	FFFFFF	Vilmaviridae_is	77367
JN116825	3a3a3b	FFFFFF	Vilmaviridae_is	51342
MH590592	3a3a3b	FFFFFF	Vilmaviridae_is	72658
MW601220	3a3a3b	FFFFFF	Vilmaviridae_is	68896
MN586014	3a3a3b	FFFFFF	Vilmaviridae_is	67573
KP790011	3a3a3b	FFFFFF	Vilmaviridae_is	43505
MH651189	3a3a3b	FFFFFF	Vilmaviridae_is	43099
ON260826	3a3a3b	FFFFFF	Vilmaviridae_is	43668
MN010758	3a3a3b	FFFFFF	Vilmaviridae_is	43143
MH697580	3a3a3b	FFFFFF	Vilmaviridae_is	46888
KU998237	3a3a3b	FFFFFF	Vilmaviridae_is	45858
JN698994	e36c5f	FFFFFF	Vilmaviridae_1	60588
MN234170	e36c5f	FFFFFF	Vilmaviridae_1	54301
KP027206	e36c5f	FFFFFF	Vilmaviridae_1	58211
MZ274310	e36c5f	FFFFFF	Vilmaviridae_1	57889
MK224497	e36c5f	FFFFFF	Vilmaviridae_1	58899
MH509442	e36c5f	FFFFFF	Vilmaviridae_1	60430
KM363596	e36c5f	FFFFFF	Vilmaviridae_1	61511
MH576966	e36c5f	FFFFFF	Vilmaviridae_1	63874
MN234174	e36c5f	FFFFFF	Vilmaviridae_1	61284
ON687735	e36c5f	FFFFFF	Vilmaviridae_1	61010
KY945355	e36c5f	FFFFFF	Vilmaviridae_1	60618
KF713486	e36c5f	FFFFFF	Vilmaviridae_1	62466
JX042579	e36c5f	FFFFFF	Vilmaviridae_1	61567
KY087993	e36c5f	FFFFFF	Vilmaviridae_1	61812
MF324915	e36c5f	FFFFFF	Vilmaviridae_1	62236
KT281789	e36c5f	FFFFFF	Vilmaviridae_1	59052
MK376955	e36c5f	FFFFFF	Vilmaviridae_1	62558
MN284895	e36c5f	FFFFFF	Vilmaviridae_1	61464
MF324911	e36c5f	FFFFFF	Vilmaviridae_1	61882
MF324908	e36c5f	FFFFFF	Vilmaviridae_1	61208
MN234176	e36c5f	FFFFFF	Vilmaviridae_1	62192
LC644972	060b9c	FFFFFF	Peduoviridae_2	42805
MT843275	060b9c	FFFFFF	Peduoviridae_2	44995
MF959999	060b9c	FFFFFF	Peduoviridae_2	42168
JF974314	060b9c	FFFFFF	Peduoviridae_2	53102
OM681334	060b9c	FFFFFF	Peduoviridae_2	44530
MF614627	060b9c	FFFFFF	Peduoviridae_2	46600
KJ746502	060b9c	FFFFFF	Peduoviridae_2	54506
MW651859	e42fed	FFFFFF	Peduoviridae_6	39466
MZ501270	e42fed	FFFFFF	Peduoviridae_6	37859
MK733260	e42fed	FFFFFF	Peduoviridae_6	39751
KU927493	e42fed	FFFFFF	Peduoviridae_6	77375
AJ298298	e42fed	FFFFFF	Peduoviridae_6	42575
MK088078	e42fed	FFFFFF	Peduoviridae_6	36994
CU468217	e42fed	FFFFFF	Peduoviridae_6	62337
LC644974	e42fed	FFFFFF	Peduoviridae_6	51977
OK665841	e42fed	FFFFFF	Peduoviridae_6	32945
KY006853	3a3a3b	FFFFFF	is	65675
KT001913	3a3a3b	FFFFFF	is	80297
MF754113	e6b76c	FFFFFF	family_26	75955
JX556418	e6b76c	FFFFFF	family_26	78751
MZ592922	e6b76c	FFFFFF	family_26	77312
HQ225832	3a3a3b	FFFFFF	Autographiviridae_is	49219
MW824380	3a3a3b	FFFFFF	Autographiviridae_is	49478
KT160311	3a3a3b	FFFFFF	Autographiviridae_is	50364
MW660583	e853ed	FFFFFF	Autographiviridae_4	71495
OM913587	e853ed	FFFFFF	Autographiviridae_4	54521
MW365947	e853ed	FFFFFF	Autographiviridae_4	53868
MK878904	e853ed	FFFFFF	Autographiviridae_4	53932
MH825698	e853ed	FFFFFF	Autographiviridae_4	54473
ON526980	e853ed	FFFFFF	Autographiviridae_4	54083
MT310875	e853ed	FFFFFF	Autographiviridae_4	54519
MT771344	e853ed	FFFFFF	Autographiviridae_4	54803
MT684587	e853ed	FFFFFF	Autographiviridae_4	54911
MT657337	e853ed	FFFFFF	Autographiviridae_4	54839
KC595516	e853ed	FFFFFF	Autographiviridae_4	58573
CP011103	e853ed	FFFFFF	Autographiviridae_4	41913
MW582634	e853ed	FFFFFF	Autographiviridae_4	45061
MK756089	e853ed	FFFFFF	Autographiviridae_4	49168
KY421186	e853ed	FFFFFF	Autographiviridae_4	53088
KC821616	e853ed	FFFFFF	Autographiviridae_4	54566
KX196154	e853ed	FFFFFF	Autographiviridae_4	42279
AP014887	e853ed	FFFFFF	Autographiviridae_4	48157
OL658619	e853ed	FFFFFF	Autographiviridae_4	44421
KY622015	e853ed	FFFFFF	Autographiviridae_4	43567
KY606587	3a3a3b	FFFFFF	Mesyanzhinovviridae_is	77874
ON529867	3a3a3b	FFFFFF	Mesyanzhinovviridae_is	62088
MK373772	f2bf8d	FFFFFF	family_1	61600
MN840487	f2bf8d	FFFFFF	family_1	55645
ON602746	f2bf8d	FFFFFF	family_1	60119
KJ802832	f2bf8d	FFFFFF	family_1	52869
MZ726797	f2bf8d	FFFFFF	family_1	57811
MW960031	f2bf8d	FFFFFF	family_1	55689
KF977490	f2bf8d	FFFFFF	family_1	56024
MN988531	f2bf8d	FFFFFF	family_1	69421
MG214783	f2bf8d	FFFFFF	family_1	51963
JQ312117	f2bf8d	FFFFFF	family_1	69391
MK637516	f2bf8d	FFFFFF	family_1	68531
MT234341	f2bf8d	FFFFFF	family_1	67981
HQ698895	f2ef1b	FFFFFF	family_17	69420
MH636380	f2ef1b	FFFFFF	family_17	104363
GU936714	f2ef1b	FFFFFF	family_17	72332
GQ334450	f2ef1b	FFFFFF	family_17	107530
MG271909	f2ef1b	FFFFFF	family_17	34641
GU936715	f2ef1b	FFFFFF	family_17	33004
HM480106	f2ef1b	FFFFFF	family_17	30332
MF630922	F35FC4	F35FC4	Drexlerviridae	32486
MK372342	F35FC4	F35FC4	Drexlerviridae	46553
MT511058	F35FC4	F35FC4	Drexlerviridae	46150
JF770475	F35FC4	F35FC4	Drexlerviridae	47180
MN164484	F35FC4	F35FC4	Drexlerviridae	46054
OP251154	F35FC4	F35FC4	Drexlerviridae	45171
MG050172	F35FC4	F35FC4	Drexlerviridae	45814
MW057918	F35FC4	F35FC4	Drexlerviridae	45053
OM258170	F35FC4	F35FC4	Drexlerviridae	47884
MZ501087	F35FC4	F35FC4	Drexlerviridae	47731
MW286156	F35FC4	F35FC4	Drexlerviridae	47915
MZ501051	F35FC4	F35FC4	Drexlerviridae	50126
OL539467	F35FC4	F35FC4	Drexlerviridae	48303
MF158042	F35FC4	F35FC4	Drexlerviridae	48262
MK373793	F35FC4	F35FC4	Drexlerviridae	43157
MZ501080	F35FC4	F35FC4	Drexlerviridae	47149
MT446401	F35FC4	F35FC4	Drexlerviridae	52344
MN090155	F35FC4	F35FC4	Drexlerviridae	48939
MK552105	F35FC4	F35FC4	Drexlerviridae	50984
MK962751	F35FC4	F35FC4	Drexlerviridae	51854
MZ501099	F35FC4	F35FC4	Drexlerviridae	51285
MH102284	F35FC4	F35FC4	Drexlerviridae	51818
MW689258	F35FC4	F35FC4	Drexlerviridae	48795
OM317910	F35FC4	F35FC4	Drexlerviridae	52111
MT360681	F35FC4	F35FC4	Drexlerviridae	53145
MW032452	F35FC4	F35FC4	Drexlerviridae	78128
JF912400	F35FC4	F35FC4	Drexlerviridae	49116
MT500539	F35FC4	F35FC4	Drexlerviridae	49503
MT682715	F35FC4	F35FC4	Drexlerviridae	51099
MT023084	F35FC4	F35FC4	Drexlerviridae	49838
MH051918	F35FC4	F35FC4	Drexlerviridae	50048
MZ669808	F35FC4	F35FC4	Drexlerviridae	52494
MZ333132	F35FC4	F35FC4	Drexlerviridae	51564
MK095606	F35FC4	F35FC4	Drexlerviridae	51170
KX130668	F35FC4	F35FC4	Drexlerviridae	51802
ON045001	F35FC4	F35FC4	Drexlerviridae	53122
MN013075	F35FC4	F35FC4	Drexlerviridae	54438
ON489264	F35FC4	F35FC4	Drexlerviridae	54378
MZ428221	F35FC4	F35FC4	Drexlerviridae	51784
MK814759	3a3a3b	FFFFFF	Haloferuviridae_is	41500
MZ334526	F4C0FF	F4C0FF	Haloferuviridae	36603
KC292023	F4C0FF	F4C0FF	Haloferuviridae	35722
MG550112	F4C0FF	F4C0FF	Haloferuviridae	38059
KR053196	3a3a3b	FFFFFF	Haloferuviridae_is	56212
MH509446	3a3a3b	FFFFFF	Haloferuviridae_is	50961
MZ681514	3a3a3b	FFFFFF	Haloferuviridae_is	49417
MT024859	3a3a3b	FFFFFF	Haloferuviridae_is	52018
JN116823	9c0c9c	FFFFFF	Haloferuviridae_1	49330
MK967393	9c0c9c	FFFFFF	Haloferuviridae_1	49660
MH271317	9c0c9c	FFFFFF	Haloferuviridae_1	40526
