set	name	start	end	strand	col	lty	lwd	pch	cex	gene_type	fill
NC_028091.1	NC_028091.1_32	20022	20630	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_33	20640	21311	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_34	21238	21579	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_35	21606	22352	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_36	22390	22995	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_37	23026	23874	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_38	23899	25578	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_39	25553	26218	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_40	26251	27402	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_41	27434	28369	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_42	28395	29135	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_43	29109	29960	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_44	29998	30483	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_45	30615	31016	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_46	31043	31405	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_47	31402	31677	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_48	31704	32066	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_49	32063	32695	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_50	32749	33381	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_51	33461	33634	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_52	33634	34008	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_53	33985	34494	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_54	34506	35501	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_55	35563	36960	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_56	37025	37306	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_57	37354	38169	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_58	38198	38908	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_59	38915	39697	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_60	39714	39947	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_61	39925	41406	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_62	41451	41756	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_63	41781	43076	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_64	43073	43414	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_65	43432	44769	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_66	44786	45922	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_67	45930	49976	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_68	50030	50212	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_69	50224	51336	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_70	51407	51715	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_71	51727	52233	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_72	52260	53294	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_73	53313	58421	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_74	58534	59934	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_75	59954	60358	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_76	60408	61457	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_77	61470	61673	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_78	61699	61926	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_79	61960	62490	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_80	62492	62692	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_81	62708	64171	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_82	64189	64461	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_83	64462	64704	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_84	64729	65019	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_85	64963	65262	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_86	65291	65917	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_87	65966	67006	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_88	66940	67779	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_89	67820	68500	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_90	68506	69189	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_91	69186	69614	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_92	69634	70053	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_93	70035	70547	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_94	70602	71627	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_95	71611	72402	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_96	72456	73628	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_97	73644	74945	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_98	74951	75400	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_99	75363	75557	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_100	75592	75888	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_101	75878	76858	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_102	76917	78062	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_103	78065	78466	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_104	78494	79159	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_105	79177	79662	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_106	79693	79914	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_107	79915	80781	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_108	80812	81498	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_109	81532	81909	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_110	81909	82472	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_111	82527	82949	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_112	82976	83719	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_113	83697	84296	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_114	84308	85252	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_115	85257	85547	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_116	85540	85821	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_117	85688	86050	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_118	86084	86479	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_119	86493	86969	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_120	87152	87994	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_121	87895	88509	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_122	88536	89126	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_123	89134	90414	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_124	90430	90588	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_125	90598	90846	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_126	90866	98803	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_127	98839	99600	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_128	99609	100001	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_129	100004	100426	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_130	100432	100809	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_131	100847	101299	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_132	101324	101839	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_133	101859	103250	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_134	103273	103536	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_135	103569	103967	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_136	103990	104682	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_137	104689	105414	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_138	105375	106946	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_139	107008	107256	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_140	107436	108881	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_141	108893	109162	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_142	109186	109341	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_143	109348	109659	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_144	109656	110267	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_145	110296	112539	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_146	112574	112804	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_147	112843	113250	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_148	113276	113587	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_149	113596	113976	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_150	113942	114430	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_151	114475	115095	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_152	115153	116010	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_153	116027	116257	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_154	116303	116662	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_155	116591	117280	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_156	117320	117532	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_157	117529	117816	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_158	117843	118037	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_159	118038	119297	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_160	119303	119707	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_161	119741	120199	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_162	120279	120980	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_163	121031	121627	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_164	121674	122099	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_165	122096	122284	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_166	122319	123488	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_167	123533	124078	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_168	124118	125056	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_169	125063	125791	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_170	125810	126439	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_171	126462	127427	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_172	127342	128139	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_173	128171	128797	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_174	128806	129174	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_175	129164	130003	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_176	130049	130651	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_177	130652	131062	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_178	131069	132994	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_179	133019	134962	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_180	134996	135280	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_181	135379	136647	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_182	136742	136873	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_183	136893	137333	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_184	137333	138055	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_185	138079	138717	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_186	138749	139372	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_187	139438	140190	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_188	140239	141087	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_189	141093	141347	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_190	141518	142264	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_191	142316	142522	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_192	142574	143689	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_193	143773	144129	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_194	144126	144932	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_195	144968	145261	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_196	145665	146240	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_197	146274	146804	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_198	146856	147104	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_199	147143	147697	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_200	147685	148890	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_201	148899	149468	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_202	149485	150465	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_203	150499	150723	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_204	150644	151276	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_205	151254	152348	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_206	152480	153322	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_207	153333	153698	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_208	153700	153903	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_209	153860	154297	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_210	154272	154778	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_211	154788	155294	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_212	155347	155826	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_213	155828	156127	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_214	156138	156416	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_215	156447	157208	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_216	157232	157579	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_217	157598	157966	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_218	157963	158358	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_219	158368	158733	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_220	158754	159056	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_221	159080	159688	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_222	159602	160186	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_223	160249	160380	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_224	160371	160511	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_225	160538	160969	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_226	160976	161386	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_227	161427	162086	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_228	162103	162630	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_229	162627	162722	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_230	162759	163925	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_231	163946	164383	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_232	164391	164861	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_233	164913	165374	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_234	165416	165847	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_235	165844	166248	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_236	166259	166849	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_237	166887	167507	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_238	167530	168144	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_239	168160	168543	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_240	168570	169244	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_241	169278	169958	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_242	169964	170242	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_243	170253	170447	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_244	170454	171152	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_245	171181	171501	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_246	171569	172066	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_247	172083	172340	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_248	172333	172683	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_249	172702	173328	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_250	173357	174349	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_251	174396	174572	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_252	174712	175812	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_253	175867	178761	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_254	179100	179507	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_255	179488	180819	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_256	180833	184051	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_257	184081	184419	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_258	184435	184803	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_259	184826	185011	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_260	185008	185433	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_261	185447	185668	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_262	185597	186547	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_263	186585	186896	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_264	187073	187798	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_265	187842	188039	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_266	188040	188264	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_267	188390	188863	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_268	188878	189066	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_269	189038	189367	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_270	189403	190782	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_271	190832	191128	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_272	191155	191457	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_273	191473	191805	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_274	191798	191992	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_275	192018	192293	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_276	192309	192884	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_277	192922	193125	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_278	193168	193698	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_279	193729	194340	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_280	194387	194536	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_281	194540	194743	-1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_282	194811	195191	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_283	195269	195400	1	NA	1	1	1	1	arrows	darkorchid
NC_028091.1	NC_028091.1_284	195815	196027	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_1	3	593	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_2	648	1625	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_3	1592	2419	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_4	2444	4204	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_5	4251	4943	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_6	4904	5314	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_7	5678	6253	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_8	6250	6477	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_9	6425	6988	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_10	6954	7277	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_11	7307	7738	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_12	7761	8081	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_13	8120	8479	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_14	8451	8987	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_15	9002	9238	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_16	9278	9598	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_17	9530	9820	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_18	9826	11346	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_19	11411	11626	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_20	11828	12052	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_21	12117	12725	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_22	12726	13409	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_23	13336	13677	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_24	13704	14450	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_25	14487	15092	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_26	15126	15242	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_27	15242	16087	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_28	16056	16946	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_29	17203	17622	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_30	17639	17872	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_31	17850	19331	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_32	19391	19696	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_33	19697	20005	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_34	20013	21308	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_35	21305	21652	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_36	21638	21901	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_37	21926	22129	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_38	22170	22352	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_39	22393	23733	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_40	23750	24886	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_41	24894	28943	1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_42	28993	29172	-1	NA	1	1	1	1	arrows	darkorchid
JF974316.1	JF974316.1_43	29184	30305	-1	NA	1	1	1	1	arrows	darkorchid
